suburb,local_goverment_area,postcode
Givelda,Bundaberg (Regional Council),4670
Mount Britton,Isaac (Regional Council),4742
Ashwell,Ipswich (City),4340
Kyoomba,Southern Downs (Regional Council),4380
Strathfield,Isaac (Regional Council),4742
Cherry Gully,Southern Downs (Regional Council),4370
Three Rivers,Cloncurry (Shire),4824
The Glen,Southern Downs (Regional Council),4370
Mount Surround,Burdekin (Shire),4809
Gungaloon,Fraser Coast (Regional Council),4620
Gunnawarra,Tablelands (Regional Council),4872
Highbury,Mareeba (Shire),4892
Neumgna,South Burnett (Regional Council),4614
Bullawarra,Bulloo (Shire),4492
Byrnestown,North Burnett (Regional Council),4625
Miara,Bundaberg (Regional Council),4673
Tamrookum,Scenic Rim (Regional Council),4285
Mia Mia,Mackay (Regional Council),4754
Foulden,Mackay (Regional Council),4740
Mount Tabor,Southern Downs (Regional Council),4370
Sabine,Toowoomba (Regional Council),4401
Rosalie Plains,Toowoomba (Regional Council),4401
Wallaces Creek,Scenic Rim (Regional Council),4310
Ingberry,Barcaldine (Regional Council),4725
Roadvale,Scenic Rim (Regional Council),4310
Veradilla,Lockyer Valley (Regional Council),4347
Lanskey,Mount Isa (City),4825
Dagun,Gympie (Regional Council),4570
Cottonvale,Southern Downs (Regional Council),4375
Yengarie,Fraser Coast (Regional Council),4650
Holroyd River,Cook (Shire),4892
Ranges Bridge,Western Downs (Regional Council),4405
Wildash,Southern Downs (Regional Council),4370
Birkalla,Cassowary Coast (Regional Council),4854
Burton,Isaac (Regional Council),4742
Munbilla,Scenic Rim (Regional Council),4309
Ceratodus,North Burnett (Regional Council),4627
Pinnacles,Townsville (City),4815
Dynevor,Bulloo (Shire),4492
Stockhaven,North Burnett (Regional Council),4625
Allan,Southern Downs (Regional Council),4370
Tablelands,South Burnett (Regional Council),4605
Eukey,Southern Downs (Regional Council),4380
Pilerwa,Fraser Coast (Regional Council),4650
Passchendaele,Southern Downs (Regional Council),4352
Lundavra,Goondiwindi (Regional Council),4390
Wyberba,Southern Downs (Regional Council),4382
Butchers Creek,Tablelands (Regional Council),4885
Hodgleigh,South Burnett (Regional Council),4610
